# E (eV) pdosup(E)  pdosdw(E) 
-64.472 -0.231E-05 -0.231E-05
-64.372 -0.137E-04 -0.137E-04
-64.272 -0.578E-04 -0.578E-04
-64.172 -0.163E-03 -0.163E-03
-64.072 -0.259E-03 -0.259E-03
-63.972  0.205E-04  0.207E-04
-63.872  0.121E-02  0.121E-02
-63.772  0.321E-02  0.321E-02
-63.672  0.469E-02  0.469E-02
-63.572  0.434E-02  0.434E-02
-63.472  0.248E-02  0.248E-02
-63.372  0.680E-03  0.680E-03
-63.272 -0.153E-03 -0.153E-03
-63.172 -0.242E-03 -0.242E-03
-63.072 -0.120E-03 -0.120E-03
-62.972 -0.367E-04 -0.367E-04
-62.872 -0.774E-05 -0.774E-05
-62.772 -0.117E-05 -0.117E-05
-62.672 -0.130E-06 -0.130E-06
-62.572 -0.107E-07 -0.107E-07
-62.472 -0.659E-09 -0.658E-09
-62.372 -0.304E-10 -0.304E-10
-62.272 -0.106E-11 -0.106E-11
-62.172 -0.164E-13 -0.164E-13
-62.072  0.000E+00  0.000E+00
-61.972  0.000E+00  0.000E+00
-61.872  0.000E+00  0.000E+00
-61.772  0.000E+00  0.000E+00
-61.672  0.000E+00  0.000E+00
-61.572  0.000E+00  0.000E+00
-61.472  0.000E+00  0.000E+00
-61.372  0.000E+00  0.000E+00
-61.272  0.000E+00  0.000E+00
-61.172  0.000E+00  0.000E+00
-61.072  0.000E+00  0.000E+00
-60.972  0.000E+00  0.000E+00
-60.872  0.000E+00  0.000E+00
-60.772  0.000E+00  0.000E+00
-60.672  0.000E+00  0.000E+00
-60.572  0.000E+00  0.000E+00
-60.472  0.000E+00  0.000E+00
-60.372  0.000E+00  0.000E+00
-60.272  0.000E+00  0.000E+00
-60.172  0.000E+00  0.000E+00
-60.072  0.000E+00  0.000E+00
-59.972  0.000E+00  0.000E+00
-59.872  0.000E+00  0.000E+00
-59.772  0.000E+00  0.000E+00
-59.672  0.000E+00  0.000E+00
-59.572  0.000E+00  0.000E+00
-59.472  0.000E+00  0.000E+00
-59.372  0.000E+00  0.000E+00
-59.272  0.000E+00  0.000E+00
-59.172  0.000E+00  0.000E+00
-59.072  0.000E+00  0.000E+00
-58.972  0.000E+00  0.000E+00
-58.872  0.000E+00  0.000E+00
-58.772  0.000E+00  0.000E+00
-58.672  0.000E+00  0.000E+00
-58.572  0.000E+00  0.000E+00
-58.472  0.000E+00  0.000E+00
-58.372  0.000E+00  0.000E+00
-58.272  0.000E+00  0.000E+00
-58.172  0.000E+00  0.000E+00
-58.072  0.000E+00  0.000E+00
-57.972  0.000E+00  0.000E+00
-57.872  0.000E+00  0.000E+00
-57.772  0.000E+00  0.000E+00
-57.672  0.000E+00  0.000E+00
-57.572  0.000E+00  0.000E+00
-57.472  0.000E+00  0.000E+00
-57.372  0.000E+00  0.000E+00
-57.272  0.000E+00  0.000E+00
-57.172  0.000E+00  0.000E+00
-57.072  0.000E+00  0.000E+00
-56.972  0.000E+00  0.000E+00
-56.872  0.000E+00  0.000E+00
-56.772  0.000E+00  0.000E+00
-56.672  0.000E+00  0.000E+00
-56.572  0.000E+00  0.000E+00
-56.472  0.000E+00  0.000E+00
-56.372  0.000E+00  0.000E+00
-56.272  0.000E+00  0.000E+00
-56.172  0.000E+00  0.000E+00
-56.072  0.000E+00  0.000E+00
-55.972  0.000E+00  0.000E+00
-55.872  0.000E+00  0.000E+00
-55.772  0.000E+00  0.000E+00
-55.672  0.000E+00  0.000E+00
-55.572  0.000E+00  0.000E+00
-55.472  0.000E+00  0.000E+00
-55.372  0.000E+00  0.000E+00
-55.272  0.000E+00  0.000E+00
-55.172  0.000E+00  0.000E+00
-55.072  0.000E+00  0.000E+00
-54.972  0.000E+00  0.000E+00
-54.872  0.000E+00  0.000E+00
-54.772  0.000E+00  0.000E+00
-54.672  0.000E+00  0.000E+00
-54.572  0.000E+00  0.000E+00
-54.472  0.000E+00  0.000E+00
-54.372  0.000E+00  0.000E+00
-54.272  0.000E+00  0.000E+00
-54.172  0.000E+00  0.000E+00
-54.072  0.000E+00  0.000E+00
-53.972  0.000E+00  0.000E+00
-53.872  0.000E+00  0.000E+00
-53.772  0.000E+00  0.000E+00
-53.672  0.000E+00  0.000E+00
-53.572  0.000E+00  0.000E+00
-53.472  0.000E+00  0.000E+00
-53.372  0.000E+00  0.000E+00
-53.272  0.000E+00  0.000E+00
-53.172  0.000E+00  0.000E+00
-53.072  0.000E+00  0.000E+00
-52.972  0.000E+00  0.000E+00
-52.872  0.000E+00  0.000E+00
-52.772  0.000E+00  0.000E+00
-52.672  0.000E+00  0.000E+00
-52.572  0.000E+00  0.000E+00
-52.472  0.000E+00  0.000E+00
-52.372  0.000E+00  0.000E+00
-52.272  0.000E+00  0.000E+00
-52.172  0.000E+00  0.000E+00
-52.072  0.000E+00  0.000E+00
-51.972  0.000E+00  0.000E+00
-51.872  0.000E+00  0.000E+00
-51.772  0.000E+00  0.000E+00
-51.672  0.000E+00  0.000E+00
-51.572  0.000E+00  0.000E+00
-51.472  0.000E+00  0.000E+00
-51.372  0.000E+00  0.000E+00
-51.272  0.000E+00  0.000E+00
-51.172  0.000E+00  0.000E+00
-51.072  0.000E+00  0.000E+00
-50.972  0.000E+00  0.000E+00
-50.872  0.000E+00  0.000E+00
-50.772  0.000E+00  0.000E+00
-50.672  0.000E+00  0.000E+00
-50.572  0.000E+00  0.000E+00
-50.472  0.000E+00  0.000E+00
-50.372  0.000E+00  0.000E+00
-50.272  0.000E+00  0.000E+00
-50.172  0.000E+00  0.000E+00
-50.072  0.000E+00  0.000E+00
-49.972  0.000E+00  0.000E+00
-49.872  0.000E+00  0.000E+00
-49.772  0.000E+00  0.000E+00
-49.672  0.000E+00  0.000E+00
-49.572  0.000E+00  0.000E+00
-49.472  0.000E+00  0.000E+00
-49.372  0.000E+00  0.000E+00
-49.272  0.000E+00  0.000E+00
-49.172  0.000E+00  0.000E+00
-49.072  0.000E+00  0.000E+00
-48.972  0.000E+00  0.000E+00
-48.872  0.000E+00  0.000E+00
-48.772  0.000E+00  0.000E+00
-48.672  0.000E+00  0.000E+00
